nbr_projets,inv_declare,nbr_emploi,gouv_ar,gouv_fr,delegation_ar,delegation_fr,secteur_act_ar,secteur_act_ar_1,mois_ar,mois_fr,annee_doa,feuille
1.0,91402,0,الكاف,KEF,الجريصة,JERISSA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,15500,0,المنستير,MOUNASTIR,المنستير,MOUNASTIR,تربية الأحياء المائية,AQUACULTURE,ماي,mai,2017,SQL Results
1.0,50505,1,صفاقس,SFAXE,العامرة,EL AMRA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
2.0,209039,0,باجة,BEJA,نفزة,NEFZA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
22.0,1800178,6,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,1402960,8,بن عروس,BEN AROUSSE,فوشانة,FOUCHANA,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
11.0,2394537,105,بن عروس,BEN AROUSSE,مرناق,MORNAG,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,96000,0,المهدية,MAHDIA,هبيرة,HBIRA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,90000,1,المهدية,MAHDIA,ملولش,MLOULECH,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
7.0,395436,0,جندوبة,JENDOUBA,واد مليز,WAD MLIZ,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
6.0,745074,0,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
13.0,792470,3,القصرين,KASSERINE,حاسي الفريد,HASSI ELFRID,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,192000,0,مدنين,MEDENINE,حومة السوق,HOUMMET SOUK,تربية الأحياء المائية,AQUACULTURE,ماي,mai,2017,SQL Results
1.0,1215000,4,المهدية,MAHDIA,أولاد الشامخ,AWLED CHAMEKH,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
4.0,523100,0,سليانة,SILIANA,سليانة الشما لية,SILIANA NORD,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,8924,0,نابل,NABEUL,بني خيار,BENI KHYAR,الصيد البحري,PECHE,ماي,mai,2017,SQL Results
7.0,1328779,7,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
6.0,120022,0,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,785456,0,سليانة,SILIANA,بوعرادة,BOU ARADA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,557690,0,سليانة,SILIANA,مكثر,MAKTHER,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,505000,0,القصرين,KASSERINE,فريانة,FERYANA,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
1.0,300000,10,نابل,NABEUL,سليمان,SLIMAN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,187000,1,المهدية,MAHDIA,بو مرداس,BOU MERDES,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,63182,0,سليانة,SILIANA,كسرى,KESSRA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,37500,35,المنستير,MOUNASTIR,المنستير,MOUNASTIR,الصيد البحري,PECHE,ماي,mai,2017,SQL Results
12.0,1199620,7,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
27.0,1399057,3,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
16.0,1924979,5,القصرين,KASSERINE,ماجل با لعباس,MAJEL BELABBES,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,248673,0,سليانة,SILIANA,مكثر,MAKTHER,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,204580,0,الكاف,KEF,الكاف الغربية,EL KEF OUSET,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,655885,16,المنستير,MOUNASTIR,المكنين,MEKNIN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,350165,1,المنستير,MOUNASTIR,البقا لطة,BKALTA,تربية الأحياء المائية,AQUACULTURE,ماي,mai,2017,SQL Results
1.0,65395,0,نابل,NABEUL,الميدة,ELMIDA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,1750000,100,بنزرت,BIZERTE,العا لية,ELALIYA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
7.0,544385,4,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,1550000,1,سوسة,SOUSSE,كندار,KENDRA,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
2.0,110384,1,منــوبة,MANOUBA,برج العامري,BOURJ EL AMRI,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,112748,0,صفاقس,SFAXE,قرقنة,KAREKNA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
2.0,1711000,4,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
1.0,42496,0,مدنين,MEDENINE,جرجيس,JERJIS,الصيد البحري,PECHE,ماي,mai,2017,SQL Results
2.0,116649,0,جندوبة,JENDOUBA,غارالدماء,GAR DIMA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
6.0,842344,12,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
4.0,163195,4,مدنين,MEDENINE,مدنين الشما لية,MEDNI NORD,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,473000,42,المنستير,MOUNASTIR,طبلبة,TBOLBA,الصيد البحري,PECHE,ماي,mai,2017,SQL Results
3.0,801937,9,منــوبة,MANOUBA,الجديدة,ALJADIDA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
5.0,574789,0,الكاف,KEF,السرس,SERS,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
6.0,260296,0,الكاف,KEF,الطويرف,Touiref,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,209181,0,نابل,NABEUL,دار شعبان الفهري,DAR CHAABEN EL FEHRI,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
10.0,1369063,17,قفصة,GAFSA,سيدي عيش,SIDI ICH,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,390914,3,صفاقس,SFAXE,عقارب,AGAREB,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,55000,1,تطاوين,TATAWINE,رمادة,REMEDA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,141500,14,سوسة,SOUSSE,بوفيشة,BOUFICHA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,83000,2,بن عروس,BEN AROUSSE,فوشانة,FOUCHANA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,766000,0,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
5.0,390634,2,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
6.0,2617801,23,باجة,BEJA,مجاز الباب,MJEZ ELBEB,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
11.0,1573292,13,مدنين,MEDENINE,بن قردان,BEN GERDAN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
5.0,3421062,29,باجة,BEJA,تبرسق,TBORSOK,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,64000,1,تطاوين,TATAWINE,تطاوين الجنوبية,TATAWIN SUD,الخدمات,SERVICE,ماي,mai,2017,SQL Results
4.0,1025239,65,نابل,NABEUL,قرمبا لية,GROUMBELIA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,311687,4,نابل,NABEUL,قربة,KOURBA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,96300,0,صفاقس,SFAXE,صفاقس الجنوبية,SFAXE SUD,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,232000,0,جندوبة,JENDOUBA,جندوبة الشما لية,JENDOUBA NORD,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,27800,0,المنستير,MOUNASTIR,الوردانين,WIRDANIN,الخدمات,SERVICE,ماي,mai,2017,SQL Results
3.0,295018,0,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
6.0,334361,0,سليانة,SILIANA,سيدي بورويس,SIDI BOURWIS,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
8.0,669724,1,القصرين,KASSERINE,العيون,EL AYOUN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,169628,0,القصرين,KASSERINE,حيدرة,HIDRA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,1549000,20,زغوان,ZAGHOUANE,زغوان,ZAGOUAN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,2300000,14,مدنين,MEDENINE,حومة السوق,HOUMMET SOUK,الصيد البحري,PECHE,ماي,mai,2017,SQL Results
2.0,52601,0,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,64000,1,مدنين,MEDENINE,حومة السوق,HOUMMET SOUK,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,520000,4,القيروان,KAIROUAN,حفوز,HAFOUZ,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,35241,1,قابس,GABES,مطماطة الجديدة,MATMATA ELJADIDA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,55500,1,القصرين,KASSERINE,فريانة,FERYANA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,56000,1,المهدية,MAHDIA,الشابة,CHEBBA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,46400,1,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,68750,1,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,49480,0,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الخدمات,SERVICE,ماي,mai,2017,SQL Results
3.0,201768,0,الكاف,KEF,الكاف الشرقية,KEF EST,الخدمات,SERVICE,ماي,mai,2017,SQL Results
8.0,640790,8,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
10.0,1035420,16,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,245226,0,جندوبة,JENDOUBA,طبرقة,TABARKA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,2130000,0,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
1.0,62300,0,باجة,BEJA,تستور,TASTOUR,الخدمات,SERVICE,ماي,mai,2017,SQL Results
2.0,117000,4,منــوبة,MANOUBA,المرناقية,MOURNAGIA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,140000,1,القيروان,KAIROUAN,الشبيكة,CHBIKA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,80387,0,سليانة,SILIANA,قعفور,GAAFOUR,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,122375,6,أريانة,ARIANA,أريانة المدينة,ARIANA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,2612000,15,زغوان,ZAGHOUANE,الفحص,FAHS,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,339000,0,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,52000,1,المنستير,MOUNASTIR,المكنين,MEKNIN,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,10300,1,المنستير,MOUNASTIR,الوردانين,WIRDANIN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,118079,0,جندوبة,JENDOUBA,عين دراهم,AIN DRAHEM,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,52268,1,قابس,GABES,مارث,MARETH,الخدمات,SERVICE,ماي,mai,2017,SQL Results
5.0,255217,1,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,235900,4,تطاوين,TATAWINE,غمراسن,GOMRASSEN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,2493000,22,المهدية,MAHDIA,الجم,EL JEM,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
6.0,5197496,70,منــوبة,MANOUBA,البطان,EL BATAN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,56419,0,منــوبة,MANOUBA,الجديدة,ALJADIDA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
2.0,103933,0,منــوبة,MANOUBA,منوبة,MANOUBA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
2.0,428709,0,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الخدمات,SERVICE,ماي,mai,2017,SQL Results
2.0,1690000,2,باجة,BEJA,باجة الجنوبية,BEJA SUD,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,85000,0,تــونس,TUNIS,الوردية,ELWARDIYA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
2.0,17524,0,الكاف,KEF,الدهماني,DAHMENI,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,100000,0,نابل,NABEUL,منزل تميم,MANZEL TMIM,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,8500,0,المهدية,MAHDIA,أولاد الشامخ,AWLED CHAMEKH,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
6.0,220816,0,الكاف,KEF,القصور,ELKSOUR,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
12.0,1043418,0,سليانة,SILIANA,الروحية,ROUHIYA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
5.0,849838,0,سليانة,SILIANA,قعفور,GAAFOUR,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
4.0,553430,4,مدنين,MEDENINE,ميدون,MIDOUN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
4.0,310952,3,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,74500,1,القصرين,KASSERINE,ماجل با لعباس,MAJEL BELABBES,الخدمات,SERVICE,ماي,mai,2017,SQL Results
2.0,252322,0,باجة,BEJA,عمدون,AMDOUN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,77000,2,المهدية,MAHDIA,المهدية,MAHDIA,الخدمات,SERVICE,ماي,mai,2017,SQL Results
2.0,105500,1,مدنين,MEDENINE,بن قردان,BEN GERDAN,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,191982,1,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
2.0,189124,11,قابس,GABES,قابس الجنوبية,GABES SUD,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,195300,1,قفصة,GAFSA,القصر,EL KSSAR,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,51268,1,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,98025,3,بنزرت,BIZERTE,ماطر,MATEUR,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,369000,0,المهدية,MAHDIA,المهدية,MAHDIA,تربية الأحياء المائية,AQUACULTURE,ماي,mai,2017,SQL Results
1.0,1150000,9,المهدية,MAHDIA,السواسي,ESSWASSI,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
3.0,617704,18,باجة,BEJA,قبلاط,KBELLAT,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
22.0,6118122,18,قفصة,GAFSA,قفصة الشما لية,GAFSSA NORD,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,398030,14,نابل,NABEUL,الهوارية,HAWARIYA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
10.0,899358,6,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
4.0,238408,0,الكاف,KEF,الدهماني,DAHMENI,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,81860,0,قفصة,GAFSA,بلخير,BELKHIR,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,6075,0,باجة,BEJA,عمدون,AMDOUN,الخدمات,SERVICE,ماي,mai,2017,SQL Results
3.0,93000,0,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,199000,1,سوسة,SOUSSE,سيدي الهاني,SIDI ELHANI,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,231000,3,قفصة,GAFSA,زانوش,,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,112851,3,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,63000,0,القيروان,KAIROUAN,السبيخة,SBIKHA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,120517,0,القصرين,KASSERINE,القصرين الشما لية,KASSERIN NORD,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,239000,5,المهدية,MAHDIA,شربان,CHERBEN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,405568,0,باجة,BEJA,تبرسق,TBORSOK,الخدمات,SERVICE,ماي,mai,2017,SQL Results
16.0,846134,0,الكاف,KEF,نبر,NEBR,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,313620,2,سليانة,SILIANA,الكريب,EL KRIB,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,110100,0,سليانة,SILIANA,برقو,BERGOU,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,131713,0,باجة,BEJA,نفزة,NEFZA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,2542000,8,صفاقس,SFAXE,الحنشة,HANCHA,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
1.0,157999,1,قابس,GABES,مارث,MARETH,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,245000,0,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
2.0,378500,0,الكاف,KEF,قلعة الخصبة,KALAA KHESBA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,66504,0,جندوبة,JENDOUBA,فرنانة,FERNANA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,26000,1,المهدية,MAHDIA,الجم,EL JEM,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,34030,0,منــوبة,MANOUBA,واد الليل,WAD ELIL,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,66000,1,المنستير,MOUNASTIR,طبلبة,TBOLBA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,3367,0,قابس,GABES,قابس المدينة,GABES MEDINA,الصيد البحري,PECHE,ماي,mai,2017,SQL Results
1.0,130000,2,سيدي بوزيد,SIDI BOUZIDE,المزونة,ELMZOUNA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,4500,1,المنستير,MOUNASTIR,الوردانين,WIRDANIN,تربية الأحياء المائية,AQUACULTURE,ماي,mai,2017,SQL Results
1.0,29206,0,الكاف,KEF,قلعة سنان,KALAT SINAN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,167669,2,سيدي بوزيد,SIDI BOUZIDE,السعيدة,ASSAIDA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
4.0,253600,2,صفاقس,SFAXE,جبنيانة,JEBINYANA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
3.0,1716199,8,سليانة,SILIANA,العروسة,ALAROUSSA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
8.0,379927,0,الكاف,KEF,ساقية سيدي يوسف,SAKIYET SIDI YOUSSEF,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,100000,5,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الصيد البحري,PECHE,ماي,mai,2017,SQL Results
4.0,347000,16,المهدية,MAHDIA,الشابة,CHEBBA,الصيد البحري,PECHE,ماي,mai,2017,SQL Results
5.0,468867,4,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
4.0,440511,5,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
11.0,1111522,2,القصرين,KASSERINE,سبيبة,SBIBA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
5.0,284593,3,مدنين,MEDENINE,بني خداش,BENI KHEDECH,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
4.0,164750,4,تطاوين,TATAWINE,رمادة,REMEDA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,207795,0,سوسة,SOUSSE,النفيضة,NFIDHA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,320000,0,القصرين,KASSERINE,سبيطلة,SBITLA,التحويل الأولي,PREMIERE TRANSFORMATION,ماي,mai,2017,SQL Results
1.0,62000,1,المهدية,MAHDIA,المهدية,MAHDIA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,97000,2,قفصة,GAFSA,زانوش,,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,53403,0,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الخدمات,SERVICE,ماي,mai,2017,SQL Results
1.0,60000,0,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الخدمات,SERVICE,ماي,mai,2017,SQL Results
3.0,507345,0,جندوبة,JENDOUBA,جندوبة الشما لية,JENDOUBA NORD,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,130000,1,تطاوين,TATAWINE,تطاوين الشما لية,TATAWIN NORD,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
9.0,770908,4,صفاقس,SFAXE,بئر علي بن خليفة,BIR ALI KHELIFFA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
1.0,536000,3,منــوبة,MANOUBA,طبربة,TOUBOURBA,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
4.0,78850,0,الكاف,KEF,تاجروين,TAJERWIN,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
6.0,517234,9,قفصة,GAFSA,السند,ESNAD,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
5.0,296899,2,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
2.0,280078,2,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الفلاحي,AGRICULTURE,ماي,mai,2017,SQL Results
