n,annee_prog,gouvernorat,nom,delegation,secteur,xlamb,ylamb,xutm_corriges,yutm_corriges,s_b_v_ha,cap_m3,cap_m3_sed,cout_paye,avancement,objectifs,financemen,zone_2626,equip,lat,long,feuille
247,1993,KAIROUAN,Debouba,Sbikha,Sidi Messao,498400.0,302200.0,579797.3969,3986058.2313,363.0,77000,0.0,114400.0,100,Exploitation,CEE,Oui,Non,36.01575226164923,9.885547492037318,feuille1
248,1993,KAIROUAN,Negaa,Sbikha,Sidi Messao,502800.0,302000.0,583318.4165,3985532.2272,280.0,55000,30000.0,101500.0,100,Exploitation,CEE,Oui,Oui,36.01071561304984,9.92456197295641,feuille1
249,1993,KAIROUAN,El mahbes,Ouesseltia,El Menzel,472600.0,271900.0,554472.2484,3956165.0723,820.0,180000,100000.0,188500.0,100,Exploitation,CEE,Non,Oui,35.74799273468832,9.602475657105867,feuille1
250,1993,KAIROUAN,Sidi Dhaou,Ouesseltia,Zaghdoud,479500.0,299200.0,560512.2882,3982976.2198,300.0,35000,0.0,50000.0,100,Exploitation,Pn,Non,Non,35.98935617014322,9.671311725109591,feuille1
251,1993,KAIROUAN,El Azire,Ouesseltia,Maarouf,489800.0,297500.0,570308.3425,3981726.2101,567.0,115000,92000.0,242200.0,100,Exploitation,CEE,Oui,Oui,35.97742987626278,9.779867969690915,feuille1
252,1993,KAIROUAN,Ben Zitoun,Haffouz,Trozza,473350.0,247600.0,555155.2462,3930884.9346,250.0,50000,30000.0,124200.0,100,Exploitation,CEE,Non,Oui,35.520029370055404,9.608299943476867,feuille1
253,1993,KAIROUAN,Ain El Hadj,Nasrallah,Nasrallah,491300.0,231500.0,573247.3385,3915451.847,650.0,203000,122000.0,158500.0,100,Exploitation,CEE,Non,Oui,35.379715396621634,9.806430345439212,feuille1
254,1994,KAIROUAN,Ain Essif,Sbikha,Friouet,499300.0,303500.0,580435.401,3987572.2397,105.0,91000,60000.0,127500.0,100,Exploitation,CEE,Oui,Oui,36.02934828069099,9.892780903815918,feuille1
255,1994,KAIROUAN,Dahguene 2,Sbikha,Sidi Messao,499500.0,301400.0,580277.3993,3985488.228,240.0,138000,60000.0,145100.0,100,Exploitation,CEE,Oui,Oui,36.01057433105992,9.890815893456809,feuille1
256,1994,KAIROUAN,El Aabsa2,El Alaa,Sayada,450000.0,264900.0,531954.1242,3948461.0342,82.0,35000,0.0,91900.0,100,Exploitation,CEE,Oui,Non,35.67952103549932,9.353119177068828,feuille1
257,1994,KAIROUAN,Ain Smili I,Ouesseltia,El Menzel,474300.0,274300.0,555607.2552,3958778.0865,720.0,180000,54000.0,191300.0,100,Exploitation,CEE,Non,Oui,35.771487587096054,9.615209797318059,feuille1
258,1994,KAIROUAN,Sidi sofian,Ouesseltia,Rihane,479200.0,274900.0,560491.2819,3958687.0847,101.0,40000,30000.0,11700.0,100,Exploitation,CEE,Non,Oui,35.77037861870787,9.669234093082139,feuille1
259,1994,KAIROUAN,Ain Faouar,Haffouz,Khit El Oue,477000.0,263000.0,558264.2669,3946993.0212,290.0,66000,33000.0,153000.0,100,Recharge,CEE,Non,Oui,35.665081883347106,9.64374875623822,feuille1
260,1995,KAIROUAN,El Guelta,Hadjeb,Mnassa,478550.0,216750.0,560525.2673,3900478.7714,164.0,92000,70000.0,120100.0,100,Exploitation,CEE,Oui,Non,35.24556632972655,9.665267215201437,feuille1
261,1995,KAIROUAN,Ghtatis,Ouesseltia,El Menzel,471300.0,270400.0,552683.2382,3954455.0633,212.0,106000,65000.0,111400.0,100,Exploitation,CEE,Non,Oui,35.732672983517496,9.582577394262255,feuille1
262,1995,KAIROUAN,El Ksar,Ouesseltia,Maarouf,475600.0,287700.0,557066.2662,3971341.1556,500.0,140000,110000.0,111900.0,100,Exploitation,CEE,Non,Oui,35.884668212121504,9.632248441337808,feuille1
263,1995,KAIROUAN,"Dj,Hallouf",Haffouz,Cherichira,490700.0,270800.0,572587.3472,3955242.0624,100.0,95000,20000.0,105500.0,100,Exploitation,CEE,Oui,Oui,35.73850123029497,9.802733889963667,feuille1
264,1996,KAIROUAN,Bel Ouhichi,Hadjeb,Mnassa,479000.0,219650.0,560875.2699,3903474.787,235.0,160000,100000.0,126600.0,100,Exploitation,CEE,Oui,Oui,35.272558512704464,9.669336133275893,feuille1
265,1996,KAIROUAN,El Masref,Ouesseltia,Ain Jloula,490400.0,271200.0,571887.3434,3955248.0626,286.0,160000,112000.0,111200.0,100,Exploitation,CEE,Non,Oui,35.738606722698194,9.794993847988167,feuille1
266,1996,KAIROUAN,Ain Smili I,Ouesseltia,El Menzel,474400.0,274900.0,555839.2565,3958898.0871,165.0,35000,20000.0,81300.0,100,Exploitation,CEE,Non,Non,35.77255632739564,9.617784773839064,feuille1
267,1996,KAIROUAN,El Kasaa,Ouesseltia,El Menzel,469400.0,268900.0,550722.2271,3952667.054,480.0,105000,70000.0,126900.0,100,Exploitation,CEE,Oui,Oui,35.7166554625974,9.560780259795765,feuille1
268,1996,KAIROUAN,Choaabet El,Haffouz,Jebbes,473500.0,262800.0,554591.2467,3946033.0168,400.0,160000,64000.0,102700.0,100,Exploitation,CEE,Non,Oui,35.65663663543446,9.603103371531148,feuille1
269,1996,KAIROUAN,Essmar,Nasrallah,Lahouaz,491100.0,233500.0,572643.336,3917392.8575,102.0,92000,70000.0,123500.0,100,Exploitation,CEE,Non,Oui,35.39725970815219,9.799953829532143,feuille1
270,1998,KAIROUAN,Dakhlet,Haffouz,Cherichira,489850.0,267050.0,571381.3394,3950962.0393,1243.0,520000,450000.0,600000.0,100,Exploitation,DRI/GRN,Non,Oui,35.70000288667511,9.78901742248107,feuille1
271,2002,KAIROUAN,Ezzir,Ouesseltia,Maarouf,486450.0,297100.0,567543.3269,3981198.2079,285.0,144000,115000.0,298300.0,100,Exploitation,DRI/GRN,Non,Oui,35.97286524062421,9.749155525788755,feuille1
272,2002,KAIROUAN,Ghouil,Haffouz,Houfia,484600.0,256400.0,565813.3061,3940780.9854,540.0,153000,80000.0,320900.0,100,Exploitation,DRI/GRN,Non,Oui,35.6086008865171,9.726643578624792,feuille1
273,2002,KAIROUAN,Brahmia,El Alaa,Sayada Sud,457250.0,254750.0,538724.1594,3938424.9786,110.0,67000,60000.0,182900.0,100,Exploitation,DRI/GRN,Non,Oui,35.58879086316523,9.42744984636874,feuille1
274,2002,KAIROUAN,El Hamam,Ouesseltia,Dj Essarj/M,475050.0,291750.0,556913.2663,3975179.177,620.0,80000,60000.0,185800.0,0,Exploitation,DRI/GRN,Non,Oui,35.91927897321412,9.630827948880649,feuille1
275,2003,KAIROUAN,El Assa,Ouesseltia,Maarouf,479000.0,298600.0,560235.2865,3982511.2172,573.0,69000,55000.0,280800.0,100,Exploitation,DRI/GRN,Non,Oui,35.98518116500338,9.668203558349674,feuille1
276,2003,KAIROUAN,Sidi Naser,Esbikha,El Kfi,524200.0,312200.0,605239.5439,3996404.28,122.0,52000,36000.0,210000.0,100,Exploitation,DRI/GRN,Non,Oui,36.10659452099688,10.169223164788878,feuille1
277,2005,KAIROUAN,Ommilha,Haffouz,Ouled Khalf,487450.0,242250.0,569139.3199,3926022.9047,774.0,104000,73000.0,388700.0,100,Exploitation,DRI/GRN,Non,Oui,35.47531748753844,9.7621033542537,feuille1
278,2006,KAIROUAN,Ain El Hamm,Esbikha,Sidi Masaou,499000.0,304600.0,580363.4009,3988627.2456,181.0,125000,115000.0,199700.0,100,Exploitation,DRI/GRN,Non,Oui,36.038864891442834,9.892089087057151,feuille1
279,2006,KAIROUAN,Rmal,Esbikha,El Friwet,500100.0,302400.0,581379.4057,3985999.2305,198.0,122000,110000.0,217500.0,100,Exploitation,DRI/GRN,Non,Oui,36.01508947622784,9.903095746217403,feuille1
280,2006,KAIROUAN,Khol,El Hajeb,Echwachi,462250.0,242300.0,543924.1852,3926008.9107,1160.0,165000,125000.0,337900.0,100,Exploitation,DRI/GRN,Non,Oui,35.47662635398494,9.48417462081037,feuille1
281,2006,KAIROUAN,Sidi Sofièn,Ouesseltia,"Dj,Errihan",478600.0,273800.0,559881.2783,3957611.079,89.0,63000,35000.0,221800.0,100,Exploitation,DRI/GRN,Non,Oui,35.76071504370338,9.662405399796684,feuille1
282,2006,KAIROUAN,Sidi Ali lg,Haffouz,Echrichira,489800.0,270300.0,572202.345,3954837.0603,190.0,98000,90000.0,328900.0,100,Exploitation,DRI/GRN,Non,Oui,35.73487827960345,9.79844011901982,feuille1
283,2006,KAIROUAN,El Araar,El Hajeb,El Gwiba,472950.0,229190.0,554779.2401,3912800.8379,500.0,181000,170000.0,461200.0,100,Exploitation,DRI/GRN,Non,Oui,35.3569988327643,9.602936282368105,feuille1
284,2006,KAIROUAN,Sidi Salem,Ouesseltia,Ksar Lamaa,481900.0,301200.0,563522.3052,3983842.2238,530.0,310000,280000.0,461000.0,100,Exploitation,DRI/GRN,Non,Oui,35.99697193996349,9.704771512555668,feuille1
285,2008,KAIROUAN,El Berka,Ouesseltia,"Dj, Weslet",484600.0,279700.0,564609.306,3964365.115,350.0,95000,75000.0,327200.0,100,Exploitation,Pn,Non,Oui,35.82130704488975,9.71524867439634,feuille1
286,2008,KAIROUAN,Ain Tarfaya,Ouesseltia,Laarouf,475200.0,293600.0,556215.263,3977580.1905,700.0,85000,80000.0,404300.0,100,Exploitation,Pn,Non,Oui,35.94096574328667,9.623261549527815,feuille1
287,2011,KAIROUAN,Edfilaya,El Hajeb,El Hajeb,468250.0,242300.0,549925.2173,3926213.9106,405.0,70000,70000.0,170800.0,100,Exploitation,Pn,Non,Oui,35.478191199382564,9.55033380862291,feuille1
288,2013,KAIROUAN,O Agareb,Nasr Allah,Sidi Saad,569978.0,391473.0,650243.547,4076170.131,258.0,34,100000.0,,100,Protection,Pn,Non,,36.81947348361864,10.68454107931612,feuille1
289,2015,KAIROUAN,O Labyeth,El Hajeb,"O, Lahjal",467720.0,221706.0,549507.999,3905278.999,450.0,145,593000.0,,70,Exploitation,FCGBV,Non,,35.28945329616544,9.544465124280592,feuille1
290,1989,KASSERINE,"O,Bou Araar",El Ayoun,El Ayoun,413300.0,247000.0,492742.9116,3930818.9406,108.0,44000,35000.0,50000.0,100,Recharge,Pn,Non,Oui,35.52094158985241,8.919961141430505,feuille1
291,1990,KASSERINE,"O,Debeb K1",El Ayoun,Fhiss,412000.0,249250.0,493628.9162,3932448.9494,145.0,10000,0.0,35000.0,100,Protection,Pn,Non,Oui,35.535644890277965,8.929720117527646,feuille1
292,1990,KASSERINE,"O,Debeb K2",El Ayoun,Fhiss,411800.0,249200.0,493373.9148,3932352.9488,92.0,7000,0.0,30000.0,100,Protection,Pn,Non,Oui,35.53477761590981,8.926907965969045,feuille1
293,1990,KASSERINE,"O,Debeb K3",El Ayoun,Fhiss,412100.0,250900.0,493745.9168,3934047.958,85.0,13000,0.0,30000.0,100,Protection,Pn,Non,Oui,35.5500632954824,8.930998410203824,feuille1
294,1990,KASSERINE,"O,Gourbej",El Ayoun,Baouajer,404150.0,253650.0,485335.8714,3937089.9741,475.0,120000,24000.0,133000.0,100,Recharge,Pn,Oui,Oui,35.57740303133338,8.83815508558272,feuille1
295,1990,KASSERINE,"O,Guettar",Thala,Thala,389800.0,250250.0,471407.7968,3933287.9522,362.0,72000,20000.0,62800.0,100,Protection,Pn,Non,Non,35.54281782192648,8.684569765581978,feuille1
296,1990,KASSERINE,"O,Hammam",Jedlienne,Hammen,416450.0,261800.0,497632.9376,3944456.0145,525.0,46000,0.0,107600.0,100,Protection,Pn,Non,Oui,35.64392496004119,8.973853580935256,feuille1
297,1991,KASSERINE,"O,Hadda",Hidra,Mkimem,369800.0,256150.0,452764.6952,3940373.9876,310.0,131000,0.0,107200.0,100,Exploitation,Pn,Non,Oui,35.60599367432641,8.47849054581334,feuille1
298,1991,KASSERINE,Enfidhet Be,Hidra,Mkimem,371500.0,258900.0,448737.6727,3943755.0052,380.0,210000,120.0,165600.0,100,Exploitation,Pn,Non,Oui,35.636276559368625,8.433816540242958,feuille1
299,1991,KASSERINE,"O,Hidra",Hidra,Sray,364400.0,252250.0,445789.6587,3935081.9575,200.0,176000,70.0,137600.0,100,Exploitation,Pn,Oui,Non,35.5579224354297,8.401839891372617,feuille1
300,1991,KASSERINE,"O,Defla",Sbiba,Brahime  Za,438600.0,249900.0,521112.0639,3933938.9566,62.0,98000,0.0,99600.0,100,Exploitation,Pn,Non,Oui,35.5488752482053,9.232926753356843,feuille1
301,1991,KASSERINE,"O, Hmar",Sbiba,Brahime  Za,433500.0,249500.0,515055.0313,3932868.9513,330.0,83000,33000.0,85900.0,100,Exploitation,Pn,Non,Oui,35.53933801525695,9.166080680601656,feuille1
302,1991,KASSERINE,"O,Senga",Sbiba,Ain Khmaiss,428200.0,243700.0,509446.0009,3926706.9184,350.0,90000,45000.0,101600.0,100,Exploitation,Pn,Non,Oui,35.48384638064763,9.104132605833499,feuille1
303,1992,KASSERINE,"O,Zegag",Thala,Joua,396500.0,249600.0,478064.8327,3932756.9501,625.0,195000,78000.0,105700.0,100,Exploitation,CEE,Oui,Oui,35.53819974485639,8.7580241374505,feuille1
304,1992,KASSERINE,"O,Ghnam 1",Jedlienne,Ain Hmadna,402200.0,262550.0,483715.8621,3945440.0193,210.0,111000,0.0,66800.0,100,Exploitation,CEE,Non,Oui,35.65266570105891,8.820106958408516,feuille1
305,1992,KASSERINE,"O,Fidh Gous",Feriana,Bou Haya,372100.0,211700.0,453936.7104,3894644.744,395.0,225000,30000.0,210700.0,100,Exploitation,CEE,Non,Non,35.19373169190782,8.494012716582544,feuille1
306,1992,KASSERINE,"O,Battoum",Feriana,Bou Haya,377200.0,214200.0,458946.7361,3897013.7574,700.0,253000,25000.0,197800.0,100,Exploitation,CEE,Oui,Oui,35.215310176130295,8.548926182636901,feuille1
307,1992,KASSERINE,"O,Araara",Foussana,Hazza,364500.0,230800.0,446224.6659,3913626.8426,610.0,100000,0.0,177700.0,100,Protection,CEE,Non,Oui,35.36450105543418,8.408058478738052,feuille1
308,1992,KASSERINE,"O,Khanguet",Foussana,Adhira,371700.0,230400.0,453319.7036,3913194.8417,200.0,50000,0.0,60000.0,100,Exploitation,Pn,Non,Oui,35.360963206216134,8.4861800352786,feuille1
309,1993,KASSERINE,"O,Chaar",Thala,Thala,388500.0,250250.0,470727.7931,3933686.9544,820.0,250000,100000.0,179500.0,100,Exploitation,CEE,Non,Oui,35.54639556387018,8.677053621625593,feuille1
310,1993,KASSERINE,"O,Nhal",Jedlienne,Jedeliene,422510.0,252800.0,503762.9707,3936183.9696,150.0,130000,39000.0,157800.0,100,Exploitation,CEE,Non,Oui,35.56933546007719,9.041526972025478,feuille1
311,1993,KASSERINE,"Aff,O, Rmil",Hidra,O. Mahfoudh,372520.0,239350.0,453497.7028,3921707.8872,120.0,120000,100000.0,103500.0,100,Exploitation,CEE,Non,non,35.437729263600886,8.487653860693609,feuille1
312,1993,KASSERINE,"O,Araar",Sbiba,Lamej,442500.0,241500.0,521337.0644,3925907.9133,300.0,110000,88000.0,128600.0,100,Recharge,CEE,Non,Oui,35.47645772294771,9.235197856718878,feuille1
313,1993,KASSERINE,"O,Hamza",Sbiba,Brahime  Za,434450.0,252250.0,516451.039,3935729.9666,900.0,185000,90000.0,188900.0,100,Exploitation,CEE,Oui,Oui,35.565112373244254,9.181538920801602,feuille1
314,1993,KASSERINE,"Aff,O, jaou",Foussana,Ain Jenane,356370.0,226560.0,438577.6265,3909333.8179,210.0,135000,40000.0,119500.0,100,Recharge,CEE,Non,Oui,35.325352258346115,8.324209662812745,feuille1
315,1994,KASSERINE,"O, Rmila",Foussana,Sahraoui,369000.0,238800.0,450750.6882,3921678.8864,700.0,350000,120000.0,182200.0,100,Exploitation,CEE,Oui,Oui,35.437335566564364,8.4573911395202,feuille1
316,1994,KASSERINE,"O,Lazreg",Thala,Weljet Eddh,394900.0,274400.0,476133.8198,3957368.084,360.0,115000,0.0,135300.0,100,Exploitation,CEE,Oui,Oui,35.76005835844403,8.735993431120786,feuille1
317,1994,KASSERINE,"O,Chouggaf1",Thala,Bou Lahnech,398500.0,270450.0,479011.8359,3952722.0587,860.0,170000,0.0,126200.0,100,Exploitation,CEE,Oui,Oui,35.718234236964925,8.767951238432154,feuille1
318,1994,KASSERINE,"O,Zitoun",Sbiba,Ain Khmaiss,426750.0,241780.0,508397.9953,3925095.9098,170.0,50000,10000.0,60000.0,100,Exploitation,Pn,Non,Oui,35.469329785848984,9.092562766800686,feuille1
319,1994,KASSERINE,"O,Gradich",Sbeitla,Mzara,434000.0,200500.0,516192.0341,3883984.6925,350.0,185000,95000.0,190500.0,100,Recharge,CEE,Non,Oui,35.09853453192975,9.177656866910716,feuille1
320,1994,KASSERINE,"O,Fidh Rmil",Feriana,Bou Haya,378000.0,214050.0,459927.7412,3897020.7576,460.0,175000,25000.0,92500.0,100,Exploitation,CEE,Non,Oui,35.21541297418965,8.559704374803722,feuille1
321,1994,KASSERINE,"O,Magroun",Foussana,Hazza,358850.0,229300.0,440553.6363,3911979.8325,180.0,80000,0.0,118800.0,100,Exploitation,CEE,Non,Non,35.34932920774767,8.345756859644663,feuille1
322,1994,KASSERINE,"O,Faj Lazre",Foussana,Hazza,366600.0,229750.0,448413.6777,3912435.8367,1300.0,260000,30000.0,147700.0,100,Exploitation,CEE,Non,Oui,35.35387801697186,8.43222851946728,feuille1
323,1995,KASSERINE,"O,Chouggaf2",Thala,Bou Lahnech,400600.0,270550.0,479919.8408,3953519.0632,800.0,150000,0.0,114100.0,100,Exploitation,CEE,Oui,Oui,35.72543920269751,8.777970291465778,feuille1
324,1995,KASSERINE,"O,Khetma",Jedlienne,Oum Jdour,413000.0,262000.0,493358.9143,3947703.0321,400.0,80000,40000.0,103000.0,100,Exploitation,CEE,Non,Oui,35.67318203209606,8.926616238604202,feuille1
325,1995,KASSERINE,"O,Mihrza",Jedlienne,Mihrza,405750.0,259850.0,487282.8816,3943057.0065,180.0,140000,84000.0,124200.0,100,Protection,CEE,Non,Oui,35.631231784461264,8.859549781553962,feuille1
326,1995,KASSERINE,"O,Maleh",Sbiba,Kantra,432800.0,252350.0,514620.0292,3936318.9699,180.0,60000,0.0,73600.0,100,Exploitation,CEE,Non,Oui,35.57045188700628,9.161344260119156,feuille1
327,1995,KASSERINE,"O,Limsan",Sbiba,Kantra,432350.0,255250.0,512291.0169,3941372.9974,200.0,60000,0.0,71900.0,100,Exploitation,CEE,Non,Oui,35.616053337084956,9.135718626134839,feuille1
328,1995,KASSERINE,"O,Golla",Foussana,Hazza,364650.0,229200.0,445884.6646,3911568.8316,170.0,85000,0.0,130100.0,100,Exploitation,CEE,Non,Oui,35.34592676796345,8.404452285821797,feuille1
329,1996,KASSERINE,"O,Fatta 1",El Ayoun,Baouajer,399400.0,251200.0,480963.8481,3934092.9576,120.0,110000,110000.0,151700.0,100,Protection,CEE,Non,Oui,35.550305873105955,8.78997275743827,feuille1
330,1996,KASSERINE,Enfidha Elw,Jedlienne,Fej Terbah,404500.0,269300.0,485243.87,3952045.0555,200.0,80000,50000.0,112900.0,100,Exploitation,CEE,Oui,Oui,35.71224328053691,8.836865820420114,feuille1
331,1996,KASSERINE,"O,Ghnam 2",Jedlienne,Ain Hmadna,404000.0,203000.0,487933.8881,3884642.6961,600.0,240000,120000.0,229900.0,100,Exploitation,CEE,Oui,Oui,35.10452580512381,8.86760248980009,feuille1
332,1996,KASSERINE,"O,welget Ak",Sbiba,Weljet Agui,419500.0,248000.0,501159.9567,3931214.9428,300.0,60000,40000.0,153100.0,100,Exploitation,CEE,Oui,Oui,35.52453808318669,9.012793803339946,feuille1
333,1996,KASSERINE,"O,Sellani",Sbiba,Brahime  Za,436800.0,252400.0,518231.0486,3935862.9672,250.0,80000,40000.0,119200.0,100,Exploitation,CEE,Oui,Oui,35.566280401339554,9.201184405901202,feuille1
334,1996,KASSERINE,"O,Sedra",Foussana,Sidi Dhaher,365900.0,217700.0,453811.7069,3908918.8192,200.0,60000,0.0,70500.0,100,Exploitation,CEE,Non,Oui,35.32243102646068,8.491836898452005,feuille1
335,1996,KASSERINE,Faj Lazreg2,Foussana,Hazza,365150.0,228250.0,446994.6705,3911083.8292,250.0,60000,0.0,101300.0,100,Exploitation,CEE,Non,Oui,35.341613330139765,8.416698938158039,feuille1
336,1997,KASSERINE,"O,Bou Glad",Thala,Bou Lahnech,398300.0,269350.0,479183.8369,3952138.0556,750.0,200000,40000.0,159400.0,100,Exploitation,FIDA,Non,Oui,35.71297234216014,8.769868036803476,feuille1
337,1997,KASSERINE,"O,Nfidhet E",Jedlienne,Ain Hmadna,419500.0,248000.0,500244.9517,3937755.9781,255.0,60000,36000.0,107900.0,100,Exploitation,FIDA,Non,Oui,35.583516723435814,9.002703687214789,feuille1
338,1997,KASSERINE,"O,Belmagta",Hidra,Ain Eddefla,377100.0,253100.0,458547.7271,3936222.9662,400.0,240000,100000.0,152400.0,100,Exploitation,FIDA,Non,Oui,35.56882632486388,8.542550089448627,feuille1
339,1996,KASSERINE,"O,Mrira",Sbiba,Brahime  Za,443000.0,250230.0,524487.082,3933720.955,250.0,200000,140000.0,229000.0,100,Exploitation,CEE,Non,Oui,35.546831956335176,9.270155967546808,feuille1
340,1998,KASSERINE,"O,Mallaha",Thala,Amroun,400000.0,266500.0,481304.8487,3949473.0411,470.0,167000,115000.0,255800.0,100,Exploitation,FIDA,Non,Oui,35.68898623142315,8.793378626290393,feuille1
341,1998,KASSERINE,"Aff,O, Bou",Thala,Maguer,384170.0,249800.0,465813.7668,3932697.9484,490.0,100000,30000.0,230000.0,100,Exploitation,FIDA,Non,Oui,35.53732087884373,8.622882219309561,feuille1
342,1998,KASSERINE,"O,Khol",Hidra,Hawafeth,375800.0,246750.0,457724.724,3929369.9291,270.0,90000,20000.0,178500.0,100,Exploitation,FIDA,Non,Oui,35.50700221572503,8.533825687300748,feuille1
343,1998,KASSERINE,"O,Tarfat",Foussana,Hazza,363350.0,231550.0,444680.6577,3914155.845,815.0,473000,30000.0,704000.0,100,Exploitation,DRI/GRN,Oui,Oui,35.369186302652466,8.391027555014219,feuille1
344,1999,KASSERINE,"O,Gtaat",El Ayoun,El Ayoun,403450.0,250600.0,484956.8696,3933916.9569,500.0,293000,147000.0,240500.0,100,Exploitation,FIDA,Non,Oui,35.54878763409998,8.834031136323981,feuille1
345,1999,KASSERINE,"Aff,O,Fatta",El Ayoun,Joua,399100.0,252200.0,480459.8452,3935608.9657,250.0,250000,106000.0,170900.0,100,Exploitation,FIDA,Non,Oui,35.5639652156261,8.784375487226935,feuille1
346,1999,KASSERINE,"O,Amor",El Ayoun,Joua,399950.0,254500.0,479745.8411,3938230.9798,200.0,214000,43000.0,264600.0,100,Exploitation,FIDA,Non,Oui,35.58759229067648,8.776430861784394,feuille1
347,2000,KASSERINE,"O,El Bir",Sbiba,Brahime  Za,441850.0,249675.0,522342.0704,3932549.9489,1120.0,231000,40000.0,407225.0,100,Exploitation,PGRN,Non,Non,35.53632421723332,9.24645883228068,feuille1
348,2000,KASSERINE,"O,Jmel",Sbiba,Brahime  Za,437940.0,250535.0,519556.0556,3934574.9601,211.0,53000,30000.0,242035.0,100,Exploitation,PGRN,Non,Oui,35.554641746551276,9.215774986785036,feuille1
349,2000,KASSERINE,"O,Rtem",Sbiba,O. Htab,436750.0,249300.0,518026.0472,3932622.9497,340.0,95000,75000.0,298805.0,100,Exploitation,PGRN,Non,Oui,35.537070332365545,9.198850024090152,feuille1
350,2000,KASSERINE,"O,Msalla",Foussana,Hazza,360200.0,234650.0,440857.6367,3916594.8571,111.0,111000,20000.0,258523.0,100,Exploitation,PGRN,Non,Oui,35.390957742389716,8.34876820635289,feuille1
351,2000,KASSERINE,"O,Chetib",Foussana,Rtibet,389650.0,234700.0,471335.7983,3917816.8692,916.0,50000,0.0,154000.0,100,Exploitation,PGRN,Oui,Oui,35.40331920576933,8.68432120052905,feuille1
352,2000,KASSERINE,"O,Maleh",Foussana,Rtibet,390500.0,233600.0,472104.8025,3916779.8638,415.0,85000,20000.0,206896.0,100,Exploitation,PGRN,Oui,Oui,35.39399065722494,8.692825599260654,feuille1
353,2000,KASSERINE,Tamrouzit,Foussana,Ain jenane,360700.0,221200.0,442528.6487,3903875.7901,148.0,80000,0.0,229000.0,100,Exploitation,PGRN,Oui,Oui,35.27637541546685,8.368060485042365,feuille1
354,2000,KASSERINE,Magroun 2,Foussana,Ain jenane,357000.0,229250.0,438611.6259,3912316.8338,650.0,204000,15000.0,345300.0,100,Exploitation,PGRN,Oui,Oui,35.3522501379593,8.324359859847197,feuille1
355,2000,KASSERINE,Khanguet Fr,Sbiba,Aïn Zayane,434200.0,234200.0,516252.0366,3916483.8633,128.0,85000,55000.0,386750.0,100,Exploitation,PGRN,Oui,Oui,35.3915796402774,9.178957909477086,feuille1
356,2002,KASSERINE,"O,Jedlienn",Jedlienne,Kifane Hmor,422050.0,251900.0,503643.9701,3935230.9644,265.0,50000,25000.0,301749.0,100,Exploitation,DRI/GRN,Non,Non,35.560743042872765,9.04020942594465,feuille1
357,2002,KASSERINE,"O,Babbouch",El Ayoun,El Ayoun,402800.0,247400.0,484979.87,3928566.928,750.0,64000,32000.0,212015.0,100,Exploitation,PGRN,Oui,Non,35.50054880320268,8.83438403364638,feuille1
358,2002,KASSERINE,"O,Nfadh Bla",Feriana,Abdelhadhim,371580.0,208150.0,455115.7174,3890312.7216,263.0,100000,80000.0,249991.0,100,Exploitation,DRI/GRN,Oui,Non,35.154723924921164,8.507198989540903,feuille1
359,2005,KASSERINE,"O, Gtat 2",El Ayoun,El Ayoun,403250.0,250950.0,482784.8579,3933213.9529,710.0,83000,85000.0,209767.0,100,Exploitation,DRI/GRN,Oui,Oui,35.542413580855154,8.810082675259789,feuille1
360,2006,KASSERINE,Henchir El,Hidra,Hidra,379560.0,248138.0,462976.7516,3931978.944,170.0,93000,180000.0,183360.0,100,Exploitation,DRI/GRN,Oui,Oui,35.53073611615129,8.59161985910072,feuille1
361,2006,KASSERINE,"Aff,O Elgta",El Ayoun,El Bwajer,406300.0,253600.0,487435.8827,3937442.9761,290.0,115000,80000.0,267600.0,100,Exploitation,DRI/GRN,Oui,Oui,35.580614781681994,8.861326918233383,feuille1
362,2006,KASSERINE,"Aff,O,Esfay",Hasi Elfrid,Hasi Elfrid,417727.0,200171.0,500477.9529,3883515.6906,610.0,200000,85000.0,376200.0,100,Exploitation,DRI/GRN,Oui,Oui,35.09443544460746,9.005243776709856,feuille1
363,2006,KASSERINE,"O, Abboud",Kasserine s,Bou Zgam,407700.0,217250.0,489565.8958,3900556.7794,180.0,94000,65000.0,270670.0,100,Exploitation,DRI/GRN,Oui,Oui,35.24804388798555,8.885308573308066,feuille1
364,2006,KASSERINE,"O,kchaIchia",Tela,Edachra,384300.0,255700.0,466058.7673,3938498.9797,160.0,78000,115000.0,250300.0,100,Exploitation,DRI/GRN,Oui,Oui,35.5896337581164,8.625341464281732,feuille1
365,2006,KASSERINE,"O,Esfaya2",Tela,El Hmade,391500.0,243250.0,473043.8064,3926333.915,830.0,107000,95000.0,303040.0,100,Exploitation,DRI/GRN,Oui,Oui,35.48016221218586,8.702849171889389,feuille1
366,2006,KASSERINE,"O,Elgriguib",Sbiba,Henchir Las,432791.0,237669.0,506356.984,3910446.8317,2140.0,650000,600000.0,497175.0,100,Exploitation,DRI/GRN,Oui,Non,35.337256648357645,9.069952539733277,feuille1
367,2010,KASSERINE,O El Khour,Hasi Elfrid,El Khour,420725.54,195395.3,502774.9647,3878951.667,78.0,78000,78000.0,333000.0,100,Exploitation,Pn,Oui,Non,35.05327642695519,9.030429756643114,feuille1
